1Ep8AVZx89qmBzzeu1zPpKLF8pxHfkZaJc:56484b549f42a4485fb79b2838c7829805d025a28a46248eec677aaba78e4b70:{'weight': 0.001}
56484b549f42a4485fb79b2838c7829805d025a28a46248eec677aaba78e4b70:12c6DSiU4Rq3P4ZxziKxzrL5LmMBrzjrJX:{'weight': 0.0001}
56484b549f42a4485fb79b2838c7829805d025a28a46248eec677aaba78e4b70:1CJ8w6AvJ86qGbLQU8EgZqbqJJUW3a9bmC:{'weight': 0.0008}
1CJ8w6AvJ86qGbLQU8EgZqbqJJUW3a9bmC:35ee5eabda5be49ec01ecd08becbeefb10a8354306ba957be0cae45e8d2f46c6:{'weight': 0.0008}
17xph7pMpCkqVAnryYDPJzGFwXPx8n7KXh:35ee5eabda5be49ec01ecd08becbeefb10a8354306ba957be0cae45e8d2f46c6:{'weight': 0.0007}
35ee5eabda5be49ec01ecd08becbeefb10a8354306ba957be0cae45e8d2f46c6:1EPKg1FhN9HDJ87Cprs2V83X7dd74v9PrE:{'weight': 0.0024000000000000002}
1LBUHKaCabcKDpfjYmTfKAbX7uqR5KYbkZ:35ee5eabda5be49ec01ecd08becbeefb10a8354306ba957be0cae45e8d2f46c6:{'weight': 0.0002}
1APKqPg88niheQWwJ9pntFGJ1pprbWmvtr:35ee5eabda5be49ec01ecd08becbeefb10a8354306ba957be0cae45e8d2f46c6:{'weight': 0.0008}
1EPKg1FhN9HDJ87Cprs2V83X7dd74v9PrE:6ac6da3535c6b3a04cef67d077454b938db81dc1a25ee2b2ed1530870b694b66:{'weight': 0.00888745}
1EPKg1FhN9HDJ87Cprs2V83X7dd74v9PrE:b3bb444df5c5cebf5debdd86bc9160712a5c6586c52bf913e7e8bfc59f2d1e29:{'weight': 0.00871723}
1EPKg1FhN9HDJ87Cprs2V83X7dd74v9PrE:eb3a607fab1c316d49ccf6fb1b20bd05de3d4c86d4bf9626bd6053e6f94fcc12:{'weight': 0.00858745}
1EPKg1FhN9HDJ87Cprs2V83X7dd74v9PrE:80395f3dca419df6b4195b397d546c4e2717e235ab59ecdc701efd38d19dbf00:{'weight': 0.00841723}
1EPKg1FhN9HDJ87Cprs2V83X7dd74v9PrE:0996d25ceb7645e8228c1814b0e1ab4592a4ec0dc5edc7678a73cedfded4497b:{'weight': 0.00811723}
1EPKg1FhN9HDJ87Cprs2V83X7dd74v9PrE:69e853c30a68c92659483f0d2bc3ebed3841f022e08f58aefe648f88b9368bd8:{'weight': 0.00798745}
1EPKg1FhN9HDJ87Cprs2V83X7dd74v9PrE:8b1f8d868060129d924219752ab70767c09ec6f0f094769ba0c6df4fce536024:{'weight': 0.00781723}
1EPKg1FhN9HDJ87Cprs2V83X7dd74v9PrE:c2d7576f0bc3cf97e6cce956d5be40b40f48f767c1def988c76dd1e4ff1b49eb:{'weight': 0.0077874500000000004}
1BJJn7aDwTYGE5gepf1jpdeLBEAHMxqkB9:7aec2158c826f07c9a98fcaa2139a93162768b2d62bdb32237a3d87c0aefdae3:{'weight': 0.0002}
7aec2158c826f07c9a98fcaa2139a93162768b2d62bdb32237a3d87c0aefdae3:1EPKg1FhN9HDJ87Cprs2V83X7dd74v9PrE:{'weight': 0.0001}
